SMILES,Target_logP,Target_SAS,logP,SAS,QED,logP_Error,SAS_Error,logP_in_limit,SAS_in_limit,Both_in_limit
CCC[NH2+][C@H](c1cscc1Br)[C@]1(N(C)C)CCOC1,2.2176482321547857,5.4920186574852545,2.2458,5.106767197519522,0.8544264917659679,0.028151767845214337,0.3852514599657324,True,True,True
CCC[NH2+][C@@H]1[C@@H]([NH+]2CCCSCC2)CCCCC1(C)C,2.2176482321547857,5.4920186574852545,1.3190000000000013,5.777976997958899,0.7508373982006018,0.8986482321547844,0.28595834047364477,False,True,False
Cc1cc(F)ccc1[NH+](C)C[C@H]1C[C@H]2CC[C@@H]1C2,2.2176482321547857,5.4920186574852545,2.716520000000001,5.267309205498876,0.8386670563991879,0.49887176784521525,0.22470945198637882,False,True,False
CC[NH+]1CCC[C@@](O)(C2[NH+]=c3ccccc3=[NH+]2)C1,-6.564791594944812,7.104031504630838,-5.143599999999995,6.159926808266476,0.41570757483141024,1.4211915949448173,0.944104696364362,False,False,False
CCC[NH+](CC(=O)[O-])[C@@H]1C[NH+](C)CCNC1=O,-6.564791594944812,7.104031504630838,-4.955699999999996,6.502451987893321,0.45328256639219766,1.6090915949448164,0.6015795167375177,False,False,False
C[C@H]1[C@H]([NH3+])CC[NH+]1CCNC(=O)COCC[NH+](C)C,-6.564791594944812,7.104031504630838,-4.448699999999999,6.161015440392821,0.3374931290533837,2.1160915949448134,0.9430160642380176,False,False,False
C[NH+]1C[C@H]2Sc3ccccc3C[C@]2(C2[NH+]=c3ccccc3=[NH+]2)C1,-6.564791594944812,7.104031504630838,-3.3415999999999952,5.80247261164513,0.5035721462518769,3.223191594944817,1.3015588929857085,False,False,False
C/[NH+]=C(/NCc1nnc2ccccn12)NC[C@H]1C[NH+]2CCN1CC2,-6.564791594944812,7.104031504630838,-3.942399999999995,5.5859789556588115,0.34023735316539977,2.6223915949448173,1.518052548972027,False,False,False
C[NH2+]CC(NC(=O)[C@@H](C)N1CC[NH+]2CCC[C@@H]2C1)=[NH+]/C,-6.564791594944812,7.104031504630838,-4.843899999999999,6.381611222944439,0.30902557597055164,1.7208915949448134,0.7224202816863992,False,False,False
CN1S(=O)(=O)N(NC2SC[C@@H](C3[NH+]=c4ccccc4=[NH+]3)C2)[C@H]1C,-6.564791594944812,7.104031504630838,-4.1512999999999955,6.035755618954563,0.5143361765242817,2.4134915949448166,1.0682758856762753,False,False,False
C[NH+](CCO)CC[NH2+]C[C@H](O)CO,-6.564791594944812,7.104031504630838,-4.5899999999999945,6.268455992807479,0.252271080817299,1.9747915949448176,0.8355755118233592,False,False,False
C[C@H]1[NH+]=c2ccccc2=C1C[NH2+]CC[NH+](C)C,-6.564791594944812,7.104031504630838,-4.352499999999996,6.034325421990684,0.4308045790438401,2.2122915949448165,1.0697060826401543,False,False,False
CC[NH+]1CCC(NC(=O)N[C@H]2CC[NH+](C)C2)(C(=O)[O-])CC1,-6.564791594944812,7.104031504630838,-4.2400999999999955,6.0682462595930815,0.4239042419243199,2.3246915949448166,1.035785245037757,False,False,False
COc1ccc(-c2cc(C(F)(F)F)c3c(O)cc(C(F)(F)F)cc3n2)c(OC)c1,5.71724200282102,2.4400134772106186,5.662200000000003,2.4974306019945978,0.5588978585967926,0.05504200282101657,0.0574171247839792,True,True,True
C[C@@H](Sc1nc2ccccc2c(=O)n1-c1ccc(F)cc1)C(=O)Nc1cccc2ccccc12,5.71724200282102,2.4400134772106186,5.797300000000004,2.523623252824322,0.2611292618211197,0.08005799717898476,0.08360977561370353,True,True,True
CCc1c(C)sc2nc(C)cc(C(=O)Nc3ccc(C)c(NC(C)=O)c3)c12,5.71724200282102,2.4400134772106186,4.994660000000003,2.3008675418796027,0.6683327864619774,0.7225820028210164,0.13914593533101582,False,True,False
CC(=O)c1ccc(NC(=O)[C@@H](C)Sc2nc(-c3cccc(C)c3)cs2)cc1C,5.71724200282102,2.4400134772106186,5.748840000000004,2.6611526274163406,0.415201297042663,0.03159799717898437,0.22113915020572206,True,True,True
Cc1ccc(Cl)c(-n2c(C)cc(/C=C/C(=O)c3ccc4c(c3)OCO4)c2C)c1,5.71724200282102,2.4400134772106186,5.680760000000004,2.374773464818455,0.4225550073820659,0.03648200282101577,0.06524001239216348,True,True,True
Cc1ccccc1NC(=O)Nc1ccc2c(c1)-c1ccccc1C2,5.71724200282102,2.4400134772106186,5.210220000000003,1.845581375418588,0.5237018511377378,0.5070220028210164,0.5944321017920307,False,False,False
Cc1[nH]c2ccc(C(=O)NCc3nc(-c4cccc(F)c4)sc3C)cc2c1CCCC,5.71724200282102,2.4400134772106186,6.319940000000005,2.511242689616383,0.35681233312634536,0.6026979971789856,0.0712292124057643,False,True,False
C[C@@H](Oc1ccc([N+](=O)[O-])cc1Br)c1cccc(NC(=O)c2cccs2)c1,5.71724200282102,2.4400134772106186,5.811100000000003,2.6613802473322785,0.3819674655998366,0.09385799717898369,0.22136677012165995,True,True,True
CCN(Cc1csc(-c2ccc(Cl)cc2)n1)C(=O)Cc1csc(-c2ccsc2)n1,5.71724200282102,2.4400134772106186,6.2397000000000045,2.5310143720706755,0.32830875316667835,0.5224579971789849,0.09100089486005691,False,True,False
CS(=O)(=O)NCCS(=O)(=O)NCC(=O)[O-],-4.1254973486008195,2.2618763179019483,-3.795099999999997,3.1433327139456173,0.4815985071127799,0.3303973486008225,0.881456396043669,True,False,False
CC(C)(C(=O)NCC(=O)NC(N)=O)C(N)=O,-4.1254973486008195,2.2618763179019483,-2.190999999999998,2.5393203984252555,0.4062296636869394,1.9344973486008215,0.27744408052330716,False,True,False
CS(=O)(=O)NCCNC(=O)CN1CCNC1=O,-4.1254973486008195,2.2618763179019483,-2.3229999999999977,2.4564806286632983,0.4678614011529181,1.8024973486008218,0.19460431076134999,False,True,False
CC(=O)NC1C(=O)NC(=O)CNC(=O)C1=O,-4.1254973486008195,2.2618763179019483,-3.1671999999999985,3.3203603374764814,0.2477092349384935,0.958297348600821,1.058484019574533,False,False,False
CC(=O)N1CCN(S(=O)(=O)NCC(=O)[O-])CC1,-4.1254973486008195,2.2618763179019483,-3.2651999999999974,2.8109558126097873,0.5727441649395774,0.8602973486008221,0.549079494707839,False,False,False
Cn1cc(NC(=O)CNC(=O)CNC(=O)CO)nn1,-4.1254973486008195,2.2618763179019483,-3.021699999999998,2.560479712755285,0.4337492809398558,1.1037973486008217,0.29860339485333665,False,True,False
CCCOC(=O)CNC(=O)C(=O)NCC(N)=O,-4.1254973486008195,2.2618763179019483,-2.342699999999998,2.17999273568671,0.35657897741103767,1.7827973486008215,0.08188358221523817,False,True,False
Cn1c(=O)n(C)c2c1nc(N1COCC1)n2CCO,-4.1254973486008195,2.2618763179019483,-1.1400999999999994,3.14410815977996,0.7603987676259741,2.98539734860082,0.8822318418780117,False,False,False
CCC(=O)NCCC(=O)NCc1nnnn1CC(=O)[O-],-4.1254973486008195,2.2618763179019483,-3.0444999999999975,2.8038357953914375,0.5158835308183611,1.080997348600822,0.5419594774894891,False,False,False
CNC(=O)CNC(=O)CN1CCNC(=O)CC1,-4.1254973486008195,2.2618763179019483,-2.329499999999997,2.1980659271760725,0.5155820092687738,1.7959973486008227,0.0638103907258758,False,True,False
Cn1cc(S(=O)(=O)N[C@H]2C=C[C@@H](C(=O)[O-])C2)cn1,-2.2735320758352255,4.363424635030423,-1.6069999999999984,4.205529314002499,0.6630019651909742,0.6665320758352271,0.15789532102792414,False,True,False
C[C@@H](O)CC(=O)NC[C@H]1CCC[NH2+]C1,-2.2735320758352255,4.363424635030423,-1.1530999999999976,4.542430725363149,0.5373747521896912,1.120432075835228,0.17900609033272552,False,True,False
CN(C)C(=O)CCN1CCn2c[nH+]cc2C1,-2.2735320758352255,4.363424635030423,-0.40389999999999926,3.7823884753483323,0.6993024769229247,1.8696320758352263,0.5810361596820908,False,False,False
CC(C)[NH+](CC(N)=O)CC(=O)Nc1ncn(C)n1,-2.2735320758352255,4.363424635030423,-2.467799999999997,4.417824266142042,0.5233979760097444,0.19426792416477134,0.05439963111161905,True,True,True
Cc1ccc2c(c1)=C(C[C@@H](NC(=O)CCc1ccccc1)C(=O)[O-])C[NH+]=2,-2.2735320758352255,4.363424635030423,-1.8828799999999966,3.840514888865348,0.6129927987931719,0.390652075835229,0.5229097461650749,True,False,False
COC[C@@H](C)NC(=O)C[NH+]1CCC(C(=O)NC)CC1,-2.2735320758352255,4.363424635030423,-1.8215999999999952,4.219705860597721,0.5329899489845481,0.4519320758352303,0.14371877443270176,False,True,False
C[NH+](C)[C@H](CNC(=O)NCC1CCN(S(C)(=O)=O)CC1)C1CC1,-2.2735320758352255,4.363424635030423,-1.1196999999999955,3.765391230989967,0.5455720648839972,1.15383207583523,0.5980334040404562,False,False,False
CCC(=O)NCCCC[NH+]1CCS(=O)(=O)CC1,-2.2735320758352255,4.363424635030423,-1.3938999999999961,4.0190561072088045,0.5796605636157443,0.8796320758352294,0.34436852782161864,False,True,False
COc1cc(CN[C@@H]2CS(=O)(=O)C[C@H]2[NH3+])n(C)c(=O)n1,-2.2735320758352255,4.363424635030423,-2.713999999999997,4.3323221480802,0.6240873498169325,0.4404679241647713,0.031102486950222996,False,True,False
CCC[C@@H](C(=O)[O-])[C@H](C)C(=O)[O-],-2.2735320758352255,4.363424635030423,-1.4613999999999987,4.521817144865831,0.5071758118200783,0.8121320758352268,0.15839250983540776,False,True,False
Cn1cccc1CNC(=O)Cc1cc([O-])n2nccc2n1,-0.34160617447648,2.925703459301629,0.00029999999999952287,3.0735390050475537,0.7302598265271449,0.34190617447647953,0.1478355457459246,True,True,True
Cc1nc(S(=O)(=O)NCCNc2cncc(-n3cnnn3)n2)n(C)c1C,-0.34160617447648,2.925703459301629,-0.8069599999999995,3.18856436828347,0.5041039875586979,0.46535382552351945,0.2628609089818408,False,True,False
C[NH+]1CCN(C(=O)c2ccc(C(N)=O)cc2)CC1,-0.34160617447648,2.925703459301629,-1.2439999999999976,3.147716349068838,0.6869601127240144,0.9023938255235175,0.22201288976720868,False,True,False
C[C@H](NS(=O)(=O)c1ccc(F)cc1)C(=O)N1CCO[C@H](C(N)=O)C1,-0.34160617447648,2.925703459301629,-0.7947999999999984,3.009216316442095,0.7137694189881707,0.4531938255235184,0.08351285714046597,False,True,False
COCC[NH+]1CCN(CC(=O)Nc2ccccc2C(=O)NC(C)C)CC1,-0.34160617447648,2.925703459301629,-0.3897999999999957,3.1481999847218276,0.5881428780835797,0.0481938255235157,0.2224965254201985,True,True,True
Cn1cnc(S(=O)(=O)N2CCN(C(=O)CC3CCC3)CC2)c1C#N,-0.34160617447648,2.925703459301629,0.3148799999999998,2.7533698669270805,0.7774600085551693,0.6564861744764798,0.1723335923745486,False,True,False
Cc1cccc(O[C@@H](C)C(=O)NCCNC(=O)c2ncn(C)n2)c1,-0.34160617447648,2.925703459301629,0.43702000000000024,2.8276270344960572,0.7174051526574565,0.7786261744764802,0.09807642480557188,False,True,False
COc1ncncc1C(=O)NCC#CCO,-0.34160617447648,2.925703459301629,-0.7893000000000001,2.7380192445791014,0.6533780025862631,0.4476938255235201,0.18768421472252772,False,True,False
COC(=O)[C@@H]1C[C@H](O)CN1S(=O)(=O)c1ccc(C#N)cc1,-0.34160617447648,2.925703459301629,-0.14482000000000017,2.9722131310156694,0.7782555954336341,0.19678617447647984,0.0465096717140403,True,True,True
CC(C)CCC(=O)Nc1nccs1,2.380094147228573,1.9915384494278936,2.5178000000000003,2.037647442316519,0.8073398746242479,0.13770585277142722,0.04610899288862558,True,True,True
Cc1ccccc1-c1ccccc1C(=O)[O-],2.380094147228573,1.9915384494278936,2.0255199999999993,2.061019244579102,0.7620600202897057,0.3545741472285737,0.0694807951512082,True,True,True
COc1ccccc1CN(C)C(=O)CNC(=O)c1ccc(C)s1,2.380094147228573,1.9915384494278936,2.453520000000001,2.0543890518199888,0.8838590760058462,0.07342585277142799,0.06285060239209517,True,True,True
Cc1ccc(F)c(Nc2c(C)nn(C)c2C)c1,2.380094147228573,1.9915384494278936,3.228060000000002,2.0799134045830314,0.8626468879627059,0.8479658527714289,0.08837495515513782,False,True,False
CC1CCN(S(=O)(=O)c2cc(F)c(F)cc2F)CC1,2.380094147228573,1.9915384494278936,2.5245000000000006,2.12047066298153,0.7857929451534708,0.1444058527714276,0.1289322135536366,True,True,True
C#CCNC(=O)N1CCC(Cc2ccccc2)CC1,2.380094147228573,1.9915384494278936,2.283900000000001,2.113921111356687,0.8268095367270482,0.09619414722857211,0.12238266192879332,True,True,True
Cc1ccncc1NC(=O)c1ccc(Cl)cn1,2.380094147228573,1.9915384494278936,2.6907200000000007,1.9820367741482485,0.8877696809112687,0.3106258527714276,0.009501675279645072,True,True,True
Cc1ccoc1C(=O)N1CCC(C(=O)NCCOc2ccccc2)CC1,2.380094147228573,1.9915384494278936,2.6354200000000008,2.088497181771352,0.8078979702056327,0.2553258527714277,0.09695873234345842,True,True,True
COc1ccc(-n2c(SC)nc3c2c(=O)n(C)c(=O)n3C)cc1Cl,2.380094147228573,1.9915384494278936,1.8067999999999997,2.4751918572444556,0.6609824071298815,0.5732941472285733,0.48365340781656196,False,True,False
CNC(=O)CNC(=O)[C@@H]1CC(=O)N([C@@H]2CCS(=O)(=O)C2)C1,-2.4565481135646596,3.3882612938354923,-2.1157999999999975,3.1910260864812567,0.6157152242063463,0.34074811356466217,0.1972352073542356,True,True,True
CC[C@@](C)(NS(=O)(=O)c1cn(C)c(=O)n(C)c1=O)C(=O)[O-],-2.4565481135646596,3.3882612938354923,-2.7190999999999974,3.520129274805809,0.6275261034136559,0.2625518864353378,0.1318679809703167,True,True,True
Cc1ccc(C(=O)[O-])c(S(=O)(=O)N[C@H](C)C(=O)[O-])c1,-2.4565481135646596,3.3882612938354923,-2.2247799999999973,3.539062846468993,0.6523457164294658,0.23176811356466231,0.1508015526335007,True,True,True
CN(C)c1nnc(S[C@@H](CC(=O)[O-])C(N)=O)n1C,-2.4565481135646596,3.3882612938354923,-2.032899999999999,3.8865548307901605,0.5930830160173053,0.4236481135646608,0.49829353695466816,False,True,False
CC[NH+]1CCN(c2ccc(CNC(=O)Cn3cncn3)nn2)CC1,-2.4565481135646596,3.3882612938354923,-1.8906999999999956,3.6102182984955125,0.6428721327257026,0.565848113564664,0.2219570046600201,False,True,False
C1=C(CNC(=O)NCC(=O)[O-])CCC1=O,-2.4565481135646596,3.3882612938354923,-1.6751999999999991,3.213067827997162,0.5801456320060658,0.7813481135646605,0.1751934658383303,False,True,False
CCC(=O)NCC(=O)N[C@@H]1C=C[C@H](C(=O)[O-])C1,-2.4565481135646596,3.3882612938354923,-1.6765999999999976,3.9314535365360097,0.5599237117033852,0.779948113564662,0.5431922427005174,False,False,False
C#CCN1CCN(C(=O)CN2CC[NH2+]CC2)CC1,-2.4565481135646596,3.3882612938354923,-2.3571999999999953,3.510260100548127,0.5709562513348944,0.09934811356466433,0.12199880671263452,True,True,True
C[NH+](C)CCCCCN1C[C@H]2CC[C@@H]1C[NH+]2Cc1nc2ccccc2s1,0.023363542230584677,5.966709074339328,0.8426000000000013,5.755171538647011,0.6697625882895117,0.8192364577694167,0.21153753569231704,False,True,False
CCSC[C@@H]([NH3+])C[NH+]1CCC[C@H]2CCC[C@@H]21,0.023363542230584677,5.966709074339328,0.1974000000000009,5.902706942890513,0.711265506000784,0.17403645776941623,0.06400213144881572,True,True,True
C[C@H]1C[C@@H](C)C[NH+](C[C@H]2Cc3ccccc3C[NH2+]2)C1,0.023363542230584677,5.966709074339328,0.2355000000000026,5.560197341136628,0.7599077689077538,0.21213645776941792,0.4065117332027004,True,True,True
C[NH2+][C@@H]1[C@@H](SC2COC2)CCC1(C)C,0.023363542230584677,5.966709074339328,0.8688000000000002,5.207655359433533,0.7573346520431915,0.8454364577694156,0.7590537149057957,False,False,False
CCC[NH2+][C@]1(CO)CCC[C@@H]1CC[NH+]1CCC(C)(C)C1,0.023363542230584677,5.966709074339328,0.1959000000000024,6.049718915252133,0.6139790202693769,0.17253645776941773,0.08300984091280483,True,True,True
CC[NH2+][C@@H](C)C(C)(C)C[NH+]1CCCC[C@@H]1C,0.023363542230584677,5.966709074339328,0.441700000000002,5.948971432929446,0.6814493103483845,0.4183364577694173,0.017737641409881988,False,True,False
C[NH2+][C@H]1CCC[C@@H]1[C@@H]1CCCC[NH+]1Cc1cc(C(C)C)[nH]n1,0.023363542230584677,5.966709074339328,0.8324000000000016,5.761112593959705,0.7414956404596297,0.8090364577694169,0.20559648037962308,False,True,False
C[NH2+]CCC[NH+]1[C@@H]2CCC[C@@H]2CCC1(C)C,0.023363542230584677,5.966709074339328,0.19570000000000176,5.937594617187049,0.6390658839550168,0.17233645776941708,0.02911445715227945,True,True,True
CCN(C)C(=O)C[NH2+][C@@H]1[C@H](C)O[C@]2(CCSC2)C1,0.023363542230584677,5.966709074339328,0.08120000000000216,5.6806514079807595,0.7890278877470419,0.05783645776941748,0.2860576663585688,True,True,True
CC[NH2+][C@H]1[C@H]([NH+]2CCCC[C@@H]2CO)CCC1(C)C,0.023363542230584677,5.966709074339328,-0.44339999999999713,6.09927327814948,0.6269115672228784,0.4667635422305818,0.13256420381015133,False,True,False
CCN(CC(=O)[O-])C(=O)CN1CC[NH+](CCOC)CC1,-3.8554751213736864,4.298645514918218,-3.5682999999999945,4.202760550636193,0.49971283927210564,0.28717512137369194,0.09588496428202475,True,True,True
COC(=O)CN(CC(=O)[O-])CC1C[NH2+]C1,-3.8554751213736864,4.298645514918218,-3.5954999999999977,4.223640426496225,0.46363719932049324,0.2599751213736887,0.07500508842199327,True,True,True
CS(=O)(=O)NCCNC(=O)NC1CC[NH+](CCO)CC1,-3.8554751213736864,4.298645514918218,-3.125599999999997,3.8351854457410886,0.32023562652781834,0.7298751213736896,0.46346006917712934,False,True,False
CC(C)OCCNS(=O)(=O)[C@H]1C[C@H](O)[C@@H](C(=O)[O-])O1,-3.8554751213736864,4.298645514918218,-2.443399999999996,4.522269239209388,0.4997372642159126,1.4120751213736904,0.22362372429117006,False,True,False
CC(=O)NC(=O)CC/[NH+]=C/[S-],-3.8554751213736864,4.298645514918218,-2.304999999999999,4.593592909241527,0.2871406937748335,1.5504751213736876,0.29494739432330874,False,True,False
Cc1ccc2c(c1)=[NH+][C@H](C(=O)NC[C@H]1COc3ccccc3O1)[NH+]=2,-3.8554751213736864,4.298645514918218,-3.3086799999999963,4.349098277557903,0.5532165808626484,0.5467951213736901,0.05045276263968468,False,True,False
C#CCN(CC(=O)[O-])c1cn(CC(=O)[O-])cnc1=O,-3.8554751213736864,4.298645514918218,-3.8172999999999986,4.237759350764336,0.4823809508996993,0.03817512137368784,0.060886164153881595,True,True,True
Cc1nc(CS(=O)(=O)NCCN2CC[NH2+]CC2)no1,-3.8554751213736864,4.298645514918218,-2.323579999999997,3.773761764037337,0.6090631514059415,1.5318951213736893,0.524883750880881,False,False,False
CN(C(=O)c1ccc2c(c1)=NN=2)[C@@H]1N[C@@H](C(=O)[O-])[C@@H](O)[C@@H](O)[C@@H]1O,-3.8554751213736864,4.298645514918218,-4.943099999999996,5.010016428781573,0.43062106362433344,1.0876248786263094,0.7113709138633553,False,False,False
